xsurvnum,version,scenario,y1,brand_1,brand_2,brand_3,brand_4,pixels_2,zoom_2,video_2,swivel_2,wifi_2,price_lin
13767046,2,3.1,0,1,0,0,0,1,0,0,0,0,4.859812404
13767046,2,4,0,0,0,1,0,0,0,0,0,1,4.369447852
13767046,2,4,0,1,0,0,0,0,0,1,1,1,5.433722004
13767046,2,4,1,0,1,0,0,1,1,1,0,1,4.859812404
13767046,2,4,0,0,1,0,0,1,0,1,0,1,5.631211782
13767046,2,4,0,0,0,0,0,0,0,0,0,0,0
13767046,2,5,1,0,0,1,0,1,1,1,1,1,4.369447852
13767046,2,5,0,1,0,0,0,0,0,0,1,0,5.187385806
13767046,2,5,0,0,0,0,1,0,1,0,1,0,4.859812404
13767046,2,5,0,0,1,0,0,0,1,0,1,1,5.433722004
13767046,2,5,0,0,0,0,0,0,0,0,0,0,0
13767046,2,6,0,0,1,0,0,1,1,0,1,0,5.631211782
13767046,2,6,1,0,0,0,1,1,1,1,1,1,4.369447852
13767046,2,6,0,0,0,0,1,1,0,0,0,1,5.187385806
13767046,2,6,0,1,0,0,0,0,1,0,0,0,5.187385806
13767046,2,6,0,0,0,0,0,0,0,0,0,0,0
13767046,2,7,0,0,0,1,0,1,0,0,0,0,4.369447852
13767046,2,7,0,1,0,0,0,0,1,1,1,0,5.187385806
13767046,2,7,0,0,0,0,1,1,0,0,0,0,5.433722004
13767046,2,7,0,0,1,0,0,0,0,1,1,0,5.631211782
13767046,2,7,1,0,0,0,0,0,0,0,0,0,0
13767046,2,7.1,1,0,0,1,0,1,0,0,0,0,4.369447852
13767046,2,7.1,0,1,0,0,0,0,1,1,1,0,5.187385806
13767046,2,7.1,0,0,0,0,1,1,0,0,0,0,5.433722004
13767046,2,7.1,0,0,1,0,0,0,0,1,1,0,5.631211782
13767046,2,8,0,0,0,0,1,0,1,0,1,0,5.631211782
13767046,2,8,0,0,0,1,0,1,0,1,0,1,4.369447852
13767046,2,8,0,1,0,0,0,1,0,0,0,1,5.187385806
13767046,2,8,1,0,1,0,0,1,0,1,1,1,4.859812404
13767046,2,8,0,0,0,0,0,0,0,0,0,0,0
13767046,2,9,0,0,0,1,0,0,0,1,0,0,4.859812404
13767046,2,9,0,0,0,0,1,0,0,1,1,0,5.631211782
13767046,2,9,0,0,0,0,1,1,1,0,0,0,5.187385806
13767046,2,9,0,0,1,0,0,0,0,0,0,0,5.433722004
13767046,2,9,1,0,0,0,0,0,0,0,0,0,0
13767046,2,9.1,0,0,0,1,0,0,0,1,0,0,4.859812404
13767046,2,9.1,0,0,0,0,1,0,0,1,1,0,5.631211782
13767046,2,9.1,1,0,0,0,1,1,1,0,0,0,5.187385806
13767046,2,9.1,0,0,1,0,0,0,0,0,0,0,5.433722004
13767046,2,10,1,1,0,0,0,1,1,1,1,1,4.859812404
13767046,2,10,0,0,0,0,1,1,0,1,1,1,4.369447852
13767046,2,10,0,0,0,0,1,0,1,1,0,0,5.631211782
13767046,2,10,0,0,1,0,0,1,1,1,0,0,5.187385806
13767046,2,10,0,0,0,0,0,0,0,0,0,0,0
13767046,2,11,1,0,0,0,1,1,1,1,0,0,4.369447852
13767046,2,11,0,1,0,0,0,1,1,0,0,1,5.631211782
13767046,2,11,0,0,1,0,0,0,1,0,0,1,4.859812404
13767046,2,11,0,0,0,1,0,1,0,1,0,1,5.433722004
13767046,2,11,0,0,0,0,0,0,0,0,0,0,0
13767046,2,12,0,0,0,1,0,0,1,1,0,1,5.631211782
13767046,2,12,1,1,0,0,0,1,0,0,1,0,4.859812404
13767046,2,12,0,0,1,0,0,0,0,1,0,0,4.369447852
13767046,2,12,0,0,0,0,1,0,1,0,0,1,5.433722004
13767046,2,12,0,0,0,0,0,0,0,0,0,0,0
13767046,2,13,0,0,0,1,0,0,0,0,1,1,5.631211782
13767046,2,13,0,0,0,1,0,0,1,1,1,0,4.859812404
13767046,2,13,1,1,0,0,0,1,1,0,1,0,4.369447852
13767046,2,13,0,0,1,0,0,0,0,0,1,1,5.433722004
13767046,2,13,0,0,0,0,0,0,0,0,0,0,0
13767046,2,14,0,1,0,0,0,1,1,1,0,1,5.187385806
13767046,2,14,0,0,0,0,1,0,0,1,0,0,5.631211782
13767046,2,14,1,0,0,1,0,1,0,0,1,0,4.859812404
13767046,2,14,0,1,0,0,0,0,0,0,1,0,5.433722004
13767046,2,14,0,0,0,0,0,0,0,0,0,0,0
13767046,2,15,1,0,1,0,0,1,1,0,1,1,5.433722004
13767046,2,15,0,0,1,0,0,0,0,0,0,0,4.859812404
13767046,2,15,0,0,0,1,0,0,1,1,1,1,4.369447852
13767046,2,15,0,1,0,0,0,0,1,0,1,1,5.631211782
13767046,2,15,0,0,0,0,0,0,0,0,0,0,0
13767046,2,16,0,1,0,0,0,1,1,0,1,1,4.369447852
13767046,2,16,1,0,1,0,0,1,1,1,0,0,5.433722004
13767046,2,16,0,0,0,1,0,0,1,1,1,1,5.187385806
13767046,2,16,0,0,0,0,1,0,0,1,1,1,5.631211782
13767046,2,16,0,0,0,0,0,0,0,0,0,0,0
13767358,7,1,0,1,0,0,0,1,0,1,1,0,5.631211782
13767358,7,1,0,0,0,0,1,1,1,0,1,1,4.859812404
13767358,7,1,0,0,1,0,0,0,0,0,1,0,5.187385806
13767358,7,1,1,0,1,0,0,1,1,1,1,1,4.369447852
13767358,7,1,0,0,0,0,0,0,0,0,0,0,0
13767358,7,2,0,1,0,0,0,0,1,0,1,0,5.631211782
13767358,7,2,0,1,0,0,0,1,1,0,0,0,5.187385806
13767358,7,2,1,0,0,0,1,1,1,0,1,0,4.369447852
13767358,7,2,0,0,0,1,0,1,1,0,1,0,5.433722004
13767358,7,2,0,0,0,0,0,0,0,0,0,0,0
13767358,7,3,0,0,0,0,1,0,1,0,0,0,5.631211782
13767358,7,3,0,1,0,0,0,0,0,0,0,1,5.187385806
13767358,7,3,0,0,1,0,0,0,1,1,1,1,5.433722004
13767358,7,3,1,0,0,1,0,0,1,1,1,1,4.369447852
13767358,7,3,0,0,0,0,0,0,0,0,0,0,0
13767358,7,4,0,0,0,0,1,0,1,1,1,0,5.631211782
13767358,7,4,1,1,0,0,0,0,1,1,0,0,4.859812404
13767358,7,4,0,0,0,1,0,0,0,0,1,1,5.187385806
13767358,7,4,0,0,1,0,0,0,0,0,1,1,4.369447852
13767358,7,4,0,0,0,0,0,0,0,0,0,0,0
13767358,7,5,0,0,0,0,1,1,1,0,1,1,4.859812404
13767358,7,5,0,0,0,1,0,1,1,0,1,1,5.631211782
13767358,7,5,1,0,1,0,0,1,0,1,0,1,4.369447852
13767358,7,5,0,0,0,1,0,1,0,1,0,1,5.433722004
13767358,7,5,0,0,0,0,0,0,0,0,0,0,0
13767358,7,6,1,0,1,0,0,1,0,0,0,0,4.859812404
13767358,7,6,0,1,0,0,0,1,0,0,0,1,5.187385806
13767358,7,6,0,0,0,1,0,1,1,1,0,1,5.433722004
13767358,7,6,0,0,0,0,1,0,1,0,1,1,5.631211782
13767358,7,6,0,0,0,0,0,0,0,0,0,0,0
13767358,7,7,1,0,1,0,0,1,0,1,1,0,4.859812404
13767358,7,7,0,0,1,0,0,0,0,1,0,0,5.187385806
13767358,7,7,0,0,0,1,0,1,0,0,1,1,5.433722004
13767358,7,7,0,0,0,0,1,1,1,0,0,1,5.631211782
13767358,7,7,0,0,0,0,0,0,0,0,0,0,0
13767358,7,8,0,0,0,1,0,0,1,1,1,1,5.631211782
13767358,7,8,0,0,1,0,0,0,1,1,1,1,5.433722004
13767358,7,8,0,1,0,0,0,1,0,0,0,0,5.187385806
13767358,7,8,1,0,0,1,0,1,0,0,0,1,4.859812404
13767358,7,8,0,0,0,0,0,0,0,0,0,0,0
13767358,7,9,0,0,0,0,1,0,1,1,1,0,5.433722004
13767358,7,9,0,0,1,0,0,0,0,1,0,1,5.631211782
13767358,7,9,0,0,0,1,0,1,0,0,0,0,4.369447852
13767358,7,9,1,1,0,0,0,1,0,1,1,0,4.859812404
13767358,7,9,0,0,0,0,0,0,0,0,0,0,0
13767358,7,10,0,0,1,0,0,1,0,1,0,1,5.187385806
13767358,7,10,1,0,0,1,0,1,1,0,0,0,4.859812404
13767358,7,10,0,0,0,0,1,1,0,0,0,0,4.369447852
13767358,7,10,0,1,0,0,0,0,1,1,0,1,5.433722004
13767358,7,10,0,0,0,0,0,0,0,0,0,0,0
13767358,7,11,0,0,1,0,0,0,0,1,1,1,5.631211782
13767358,7,11,0,0,0,0,1,0,0,1,0,0,5.433722004
13767358,7,11,0,0,0,1,0,1,0,0,0,1,4.369447852
13767358,7,11,1,1,0,0,0,0,0,0,0,0,4.859812404
13767358,7,11,0,0,0,0,0,0,0,0,0,0,0
13767358,7,12,0,1,0,0,0,1,1,1,0,0,5.187385806
13767358,7,12,1,0,0,0,1,0,1,1,1,0,4.369447852
13767358,7,12,0,0,1,0,0,1,0,1,0,1,4.859812404
13767358,7,12,0,0,0,1,0,0,1,1,0,1,5.433722004
13767358,7,12,0,0,0,0,0,0,0,0,0,0,0
13767358,7,13,1,1,0,0,0,0,1,1,0,0,4.369447852
13767358,7,13,0,0,0,0,1,1,0,0,0,0,5.433722004
13767358,7,13,0,0,0,1,0,0,1,0,0,1,5.631211782
13767358,7,13,0,0,1,0,0,0,0,0,1,0,5.187385806
13767358,7,13,0,0,0,0,0,0,0,0,0,0,0
13767358,7,14,0,0,1,0,0,0,1,0,1,1,4.369447852
13767358,7,14,0,0,0,0,1,0,1,0,0,0,5.187385806
13767358,7,14,0,1,0,0,0,1,1,1,1,1,5.433722004
13767358,7,14,1,0,0,1,0,1,1,1,0,1,4.859812404
13767358,7,14,0,0,0,0,0,0,0,0,0,0,0
13767358,7,15,0,0,0,0,1,1,1,1,1,0,5.187385806
13767358,7,15,0,0,0,0,1,0,0,0,0,1,5.631211782
13767358,7,15,1,0,0,1,0,0,0,1,1,0,4.369447852
13767358,7,15,0,1,0,0,0,1,0,0,0,1,5.433722004
13767358,7,15,0,0,0,0,0,0,0,0,0,0,0
13767358,7,16,0,0,1,0,0,0,0,0,0,0,5.631211782
13767358,7,16,0,0,0,0,1,0,1,1,1,0,4.369447852
13767358,7,16,0,0,0,1,0,0,1,1,1,0,5.187385806
13767358,7,16,1,1,0,0,0,1,0,0,1,0,4.859812404
13767358,7,16,0,0,0,0,0,0,0,0,0,0,0
13767565,1,1,0,0,0,0,1,0,1,1,1,1,4.859812404
13767565,1,1,0,0,0,1,0,0,0,1,1,0,5.187385806
13767565,1,1,1,0,0,1,0,1,0,0,0,1,5.631211782
13767565,1,1,0,1,0,0,0,1,0,0,0,1,4.369447852
13767565,1,1,0,0,0,0,0,0,0,0,0,0,0
13767565,1,2,0,1,0,0,0,0,0,1,0,1,4.859812404
13767565,1,2,1,0,0,1,0,0,0,0,0,0,5.433722004
13767565,1,2,0,0,1,0,0,0,0,1,1,0,5.631211782
13767565,1,2,0,0,0,0,1,0,0,0,0,0,5.187385806
13767565,1,2,0,0,0,0,0,0,0,0,0,0,0
13767565,1,3,1,0,1,0,0,1,0,1,1,0,5.631211782
13767565,1,3,0,0,0,1,0,0,1,0,1,0,4.859812404
13767565,1,3,0,1,0,0,0,1,1,0,0,0,5.433722004
13767565,1,3,0,0,0,0,1,0,1,1,1,0,4.369447852
13767565,1,3,0,0,0,0,0,0,0,0,0,0,0
13767565,1,4,0,0,1,0,0,1,1,0,0,0,4.369447852
13767565,1,4,1,0,0,0,1,1,1,0,1,1,4.859812404
13767565,1,4,0,0,0,1,0,1,0,0,0,0,5.631211782
13767565,1,4,0,1,0,0,0,1,0,1,1,0,5.187385806
13767565,1,4,0,0,0,0,0,0,0,0,0,0,0
13767565,1,5,1,0,1,0,0,0,1,0,1,0,4.369447852
13767565,1,5,0,0,0,0,1,1,1,1,0,0,5.433722004
13767565,1,5,0,0,0,1,0,0,0,1,0,0,5.631211782
13767565,1,5,0,0,1,0,0,1,0,0,0,1,5.187385806
13767565,1,5,0,0,0,0,0,0,0,0,0,0,0
13767565,1,6,1,0,1,0,0,0,0,0,0,0,4.369447852
13767565,1,6,0,1,0,0,0,0,0,0,0,0,5.187385806
13767565,1,6,0,0,0,0,1,1,1,1,0,0,4.859812404
13767565,1,6,0,0,0,1,0,1,1,1,1,1,5.631211782
13767565,1,6,0,0,0,0,0,0,0,0,0,0,0
13767565,1,7,0,1,0,0,0,1,0,0,0,0,4.859812404
13767565,1,7,1,0,1,0,0,1,0,0,1,1,5.433722004
13767565,1,7,0,0,0,0,1,1,1,1,0,0,5.631211782
13767565,1,7,0,0,0,1,0,1,1,1,0,0,4.369447852
13767565,1,7,0,0,0,0,0,0,0,0,0,0,0
13767565,1,8,1,0,0,1,0,0,1,1,0,0,4.859812404
13767565,1,8,0,0,1,0,0,1,0,1,1,0,5.433722004
13767565,1,8,0,0,1,0,0,1,1,1,1,0,4.369447852
13767565,1,8,0,0,0,0,1,0,1,1,0,1,5.187385806
13767565,1,8,0,0,0,0,0,0,0,0,0,0,0
13767565,1,9,1,0,0,0,1,1,1,0,0,1,5.631211782
13767565,1,9,0,0,0,1,0,1,1,1,1,0,5.433722004
13767565,1,9,0,0,1,0,0,0,1,0,0,1,5.187385806
13767565,1,9,0,0,1,0,0,1,1,1,1,0,4.369447852
13767565,1,9,0,0,0,0,0,0,0,0,0,0,0
13767565,1,10,0,1,0,0,0,1,1,0,0,1,5.433722004
13767565,1,10,0,0,0,0,1,0,0,0,0,1,5.187385806
13767565,1,10,1,1,0,0,0,0,1,1,1,1,4.859812404
13767565,1,10,0,0,0,1,0,1,1,1,1,1,5.631211782
13767565,1,10,0,0,0,0,0,0,0,0,0,0,0
13767565,1,11,0,1,0,0,0,0,0,1,1,1,5.187385806
13767565,1,11,0,0,0,0,1,1,1,0,1,1,5.433722004
13767565,1,11,1,0,0,1,0,0,0,1,1,1,5.433722004
13767565,1,11,0,1,0,0,0,1,1,1,1,0,5.631211782
13767565,1,11,0,0,0,0,0,0,0,0,0,0,0
13767565,1,12,1,0,0,1,0,0,0,0,0,1,5.187385806
13767565,1,12,0,0,0,0,1,1,0,0,0,1,5.631211782
13767565,1,12,0,1,0,0,0,0,0,0,0,1,5.433722004
13767565,1,12,0,0,1,0,0,0,1,0,0,1,4.859812404
13767565,1,12,0,0,0,0,0,0,0,0,0,0,0
13767565,1,13,1,0,0,1,0,0,1,1,1,1,5.433722004
13767565,1,13,0,0,0,0,1,0,0,1,0,1,4.859812404
13767565,1,13,0,1,0,0,0,0,1,1,1,1,5.187385806
13767565,1,13,0,0,1,0,0,0,0,0,1,0,4.369447852
13767565,1,13,0,0,0,0,0,0,0,0,0,0,0
13767565,1,14,1,0,0,0,1,0,1,1,1,0,5.433722004
13767565,1,14,0,0,1,0,0,1,0,0,1,1,4.859812404
13767565,1,14,0,0,0,1,0,1,0,0,1,0,4.369447852
13767565,1,14,0,1,0,0,0,0,1,0,1,1,5.631211782
13767565,1,14,0,0,0,0,0,0,0,0,0,0,0
13767565,1,15,1,1,0,0,0,0,0,1,1,0,5.187385806
13767565,1,15,0,0,1,0,0,0,1,1,1,0,5.631211782
13767565,1,15,0,0,0,0,1,1,0,0,1,1,4.369447852
13767565,1,15,0,0,1,0,0,0,1,0,1,0,4.859812404
13767565,1,15,0,0,0,0,0,0,0,0,0,0,0
13767565,1,16,1,1,0,0,0,1,0,1,0,1,5.433722004
13767565,1,16,0,0,0,1,0,1,1,0,0,1,4.859812404
13767565,1,16,0,0,1,0,0,0,1,0,0,1,5.187385806
13767565,1,16,0,0,0,0,1,1,0,0,0,1,4.369447852
13767565,1,16,0,0,0,0,0,0,0,0,0,0,0
13767646,3,1,0,0,1,0,0,0,1,1,0,1,4.369447852
13767646,3,1,0,1,0,0,0,0,1,0,1,0,5.433722004
13767646,3,1,0,0,1,0,0,0,0,0,1,1,4.859812404
13767646,3,1,1,0,0,0,1,1,1,0,0,1,5.187385806
13767646,3,1,0,0,0,0,0,0,0,0,0,0,0
13767646,3,2,0,1,0,0,0,1,1,1,1,1,5.187385806
13767646,3,2,0,0,0,0,1,0,0,0,1,0,4.859812404
13767646,3,2,1,0,0,1,0,1,0,0,1,0,5.433722004
13767646,3,2,0,0,1,0,0,1,1,1,0,1,5.631211782
13767646,3,2,0,0,0,0,0,0,0,0,0,0,0
13767646,3,3,0,0,0,0,1,0,0,1,1,1,4.859812404
13767646,3,3,1,0,0,1,0,1,0,0,0,1,4.369447852
13767646,3,3,0,0,1,0,0,0,0,1,1,0,5.433722004
13767646,3,3,0,1,0,0,0,1,1,0,1,1,5.631211782
13767646,3,3,0,0,0,0,0,0,0,0,0,0,0
13767646,3,4,0,0,0,0,1,0,0,1,0,0,5.631211782
13767646,3,4,0,0,0,1,0,1,0,1,1,0,5.433722004
13767646,3,4,1,0,1,0,0,0,0,0,0,1,5.187385806
13767646,3,4,0,1,0,0,0,0,0,0,0,0,4.369447852
13767646,3,4,0,0,0,0,0,0,0,0,0,0,0
13767646,3,5,0,1,0,0,0,0,0,0,1,1,4.859812404
13767646,3,5,1,0,0,1,0,0,0,0,1,1,5.631211782
13767646,3,5,0,0,1,0,0,1,1,1,1,0,4.369447852
13767646,3,5,0,0,0,1,0,1,1,1,1,0,4.859812404
13767646,3,5,0,0,0,0,0,0,0,0,0,0,0
13767646,3,6,0,0,0,1,0,0,1,1,0,0,5.433722004
13767646,3,6,0,1,0,0,0,1,1,0,1,0,5.187385806
13767646,3,6,0,0,0,1,0,1,0,1,0,1,5.631211782
13767646,3,6,1,0,0,0,1,1,0,1,0,1,4.859812404
13767646,3,6,0,0,0,0,0,0,0,0,0,0,0
13767646,3,7,0,0,0,1,0,0,1,0,1,0,5.187385806
13767646,3,7,1,0,0,0,1,1,0,0,1,1,5.631211782
13767646,3,7,0,1,0,0,0,1,1,0,1,0,4.859812404
13767646,3,7,0,0,1,0,0,0,0,0,0,1,4.369447852
13767646,3,7,0,0,0,0,0,0,0,0,0,0,0
13767646,3,8,0,1,0,0,0,0,0,0,1,0,5.433722004
13767646,3,8,0,0,0,1,0,0,0,0,1,0,4.369447852
13767646,3,8,1,0,0,0,1,1,1,1,0,1,5.631211782
13767646,3,8,0,0,0,1,0,1,1,0,0,1,5.187385806
13767646,3,8,0,0,0,0,0,0,0,0,0,0,0
13767646,3,9,0,0,0,0,1,0,0,1,1,1,5.433722004
13767646,3,9,1,0,1,0,0,1,0,1,0,1,4.859812404
13767646,3,9,0,0,1,0,0,1,1,1,1,0,4.369447852
13767646,3,9,0,1,0,0,0,1,0,1,0,0,5.187385806
13767646,3,9,0,0,0,0,0,0,0,0,0,0,0
13767646,3,10,0,0,1,0,0,0,1,0,0,0,4.369447852
13767646,3,10,1,0,0,0,1,1,1,0,1,1,5.187385806
13767646,3,10,0,0,0,1,0,1,1,1,0,0,5.631211782
13767646,3,10,0,0,1,0,0,1,0,0,1,1,4.859812404
13767646,3,10,0,0,0,0,0,0,0,0,0,0,0
13767646,3,11,0,0,0,0,1,0,0,0,1,1,5.187385806
13767646,3,11,1,0,0,0,1,0,1,1,0,1,5.631211782
13767646,3,11,0,1,0,0,0,0,1,1,0,1,4.859812404
13767646,3,11,0,0,1,0,0,1,0,0,0,1,5.631211782
13767646,3,11,0,0,0,0,0,0,0,0,0,0,0
13767646,3,12,0,0,1,0,0,0,1,1,1,0,5.187385806
13767646,3,12,1,0,1,0,0,1,0,1,0,1,5.433722004
13767646,3,12,0,1,0,0,0,0,0,1,1,0,5.433722004
13767646,3,12,0,0,0,0,1,0,1,0,0,1,4.369447852
13767646,3,12,0,0,0,0,0,0,0,0,0,0,0
13767646,3,13,0,1,0,0,0,1,1,1,1,0,4.859812404
13767646,3,13,0,0,0,0,1,0,1,1,1,0,5.631211782
13767646,3,13,1,0,0,1,0,0,0,1,1,0,5.187385806
13767646,3,13,0,0,1,0,0,0,1,0,1,1,4.369447852
13767646,3,13,0,0,0,0,0,0,0,0,0,0,0
13767646,3,14,0,0,1,0,0,0,1,0,0,0,5.631211782
13767646,3,14,1,0,0,1,0,1,1,1,1,0,5.187385806
13767646,3,14,0,1,0,0,0,1,0,0,0,1,4.369447852
13767646,3,14,0,0,0,1,0,0,1,0,0,1,5.433722004
13767646,3,14,0,0,0,0,0,0,0,0,0,0,0
13767646,3,15,0,1,0,0,0,1,1,1,0,1,5.433722004
13767646,3,15,1,0,0,1,0,0,0,0,0,0,4.369447852
13767646,3,15,0,1,0,0,0,1,1,0,0,0,4.859812404
13767646,3,15,0,0,0,0,1,1,0,1,0,0,5.631211782
13767646,3,15,0,0,0,0,0,0,0,0,0,0,0
13767646,3,16,0,0,0,0,1,0,1,1,0,1,5.187385806
13767646,3,16,0,0,0,1,0,0,1,1,0,0,5.433722004
13767646,3,16,1,0,0,0,1,1,0,1,0,0,5.631211782
13767646,3,16,0,0,1,0,0,1,1,1,1,1,4.859812404
13767646,3,16,0,0,0,0,0,0,0,0,0,0,0
